"CountyFIPS","County","State","Population"
54007,"Braxton County","West Virginia",13957
54009,"Brooke County","West Virginia",21939
54011,"Cabell County","West Virginia",91945
54013,"Calhoun County","West Virginia",7109
54015,"Clay County","West Virginia",8508
54017,"Doddridge County","West Virginia",8448
54019,"Fayette County","West Virginia",42406
54021,"Gilmer County","West Virginia",7823
54023,"Grant County","West Virginia",11568
54025,"Greenbrier County","West Virginia",34662
54027,"Hampshire County","West Virginia",23175
54029,"Hancock County","West Virginia",28810
54031,"Hardy County","West Virginia",13776
54033,"Harrison County","West Virginia",67256
54035,"Jackson County","West Virginia",28576
54037,"Jefferson County","West Virginia",57146
54039,"Kanawha County","West Virginia",178124
54041,"Lewis County","West Virginia",15907
54043,"Lincoln County","West Virginia",20409
54045,"Logan County","West Virginia",32019
54047,"McDowell County","West Virginia",17624
54049,"Marion County","West Virginia",56072
54051,"Marshall County","West Virginia",30531
54053,"Mason County","West Virginia",26516
54055,"Mercer County","West Virginia",58758
54057,"Mineral County","West Virginia",26868
54059,"Mingo County","West Virginia",23424
54061,"Monongalia County","West Virginia",105612
54063,"Monroe County","West Virginia",13275
54065,"Morgan County","West Virginia",17884
54067,"Nicholas County","West Virginia",24496
54069,"Ohio County","West Virginia",41411
54071,"Pendleton County","West Virginia",6969
54073,"Pleasants County","West Virginia",7460
54075,"Pocahontas County","West Virginia",8247
54077,"Preston County","West Virginia",33432
54079,"Putnam County","West Virginia",56450
54081,"Raleigh County","West Virginia",73361
54083,"Randolph County","West Virginia",28695
54085,"Ritchie County","West Virginia",9554
54087,"Roane County","West Virginia",13688
54089,"Summers County","West Virginia",12573
54091,"Taylor County","West Virginia",16695
54093,"Tucker County","West Virginia",6839
54095,"Tyler County","West Virginia",8591
54097,"Upshur County","West Virginia",24176
54099,"Wayne County","West Virginia",39402
54101,"Webster County","West Virginia",8114
54103,"Wetzel County","West Virginia",15065
54105,"Wirt County","West Virginia",5821
54107,"Wood County","West Virginia",83518
54109,"Wyoming County","West Virginia",20394
55000,"Wisconsin","Wisconsin",0
55001,"Adams County","Wisconsin",20220
55003,"Ashland County","Wisconsin",15562
55005,"Barron County","Wisconsin",45244
55007,"Bayfield County","Wisconsin",15036
55009,"Brown County","Wisconsin",264542
55011,"Buffalo County","Wisconsin",13031
55013,"Burnett County","Wisconsin",15414
55015,"Calumet County","Wisconsin",50089
55017,"Chippewa County","Wisconsin",64658
55019,"Clark County","Wisconsin",34774
55021,"Columbia County","Wisconsin",57532
55023,"Crawford County","Wisconsin",16131
55025,"Dane County","Wisconsin",546695
55027,"Dodge County","Wisconsin",87839
55029,"Door County","Wisconsin",27668
55031,"Douglas County","Wisconsin",43150
55033,"Dunn County","Wisconsin",45368
55035,"Eau Claire County","Wisconsin",104646
55037,"Florence County","Wisconsin",4295
55039,"Fond du Lac County","Wisconsin",103403
55041,"Forest County","Wisconsin",9004
55043,"Grant County","Wisconsin",51439
55045,"Green County","Wisconsin",36960
55047,"Green Lake County","Wisconsin",18913
55049,"Iowa County","Wisconsin",23678
55051,"Iron County","Wisconsin",5687
55053,"Jackson County","Wisconsin",20643
55055,"Jefferson County","Wisconsin",84769
55057,"Juneau County","Wisconsin",26687
55059,"Kenosha County","Wisconsin",169561
55061,"Kewaunee County","Wisconsin",20434
55063,"La Crosse County","Wisconsin",118016
55065,"Lafayette County","Wisconsin",16665
55067,"Langlade County","Wisconsin",19189
55069,"Lincoln County","Wisconsin",27593
55071,"Manitowoc County","Wisconsin",78981
55073,"Marathon County","Wisconsin",135692
55075,"Marinette County","Wisconsin",40350
55077,"Marquette County","Wisconsin",15574
55078,"Menominee County","Wisconsin",4556
55079,"Milwaukee County","Wisconsin",945726
55081,"Monroe County","Wisconsin",46253
55083,"Oconto County","Wisconsin",37930
55085,"Oneida County","Wisconsin",35595
55087,"Outagamie County","Wisconsin",187885
55089,"Ozaukee County","Wisconsin",89221
55091,"Pepin County","Wisconsin",7287
55093,"Pierce County","Wisconsin",42754
55095,"Polk County","Wisconsin",43783
55097,"Portage County","Wisconsin",70772
55099,"Price County","Wisconsin",13351
55101,"Racine County","Wisconsin",196311
55103,"Richland County","Wisconsin",17252
55105,"Rock County","Wisconsin",163354
55107,"Rusk County","Wisconsin",14178
55109,"St. Croix County","Wisconsin",90687
55111,"Sauk County","Wisconsin",64442
55113,"Sawyer County","Wisconsin",16558
55115,"Shawano County","Wisconsin",40899
55117,"Sheboygan County","Wisconsin",115340
55119,"Taylor County","Wisconsin",20343
55121,"Trempealeau County","Wisconsin",29649
55123,"Vernon County","Wisconsin",30822
55125,"Vilas County","Wisconsin",22195
55127,"Walworth County","Wisconsin",103868
55129,"Washburn County","Wisconsin",15720
55131,"Washington County","Wisconsin",136034
55133,"Waukesha County","Wisconsin",404198
55135,"Waupaca County","Wisconsin",50990
55137,"Waushara County","Wisconsin",24443
55139,"Winnebago County","Wisconsin",171907
55141,"Wood County","Wisconsin",72999
56000,"Wyoming","Wyoming",0
56001,"Albany County","Wyoming",38880
56003,"Big Horn County","Wyoming",11790
56005,"Campbell County","Wyoming",46341
56007,"Carbon County","Wyoming",14800
56009,"Converse County","Wyoming",13822
56011,"Crook County","Wyoming",7584
56013,"Fremont County","Wyoming",39261
56015,"Goshen County","Wyoming",13211
56017,"Hot Springs County","Wyoming",4413
56019,"Johnson County","Wyoming",8445
56021,"Laramie County","Wyoming",99500
56023,"Lincoln County","Wyoming",19830
56025,"Natrona County","Wyoming",79858
56027,"Niobrara County","Wyoming",2356
56029,"Park County","Wyoming",29194
56031,"Platte County","Wyoming",8393
56033,"Sheridan County","Wyoming",30485
56035,"Sublette County","Wyoming",9831
56037,"Sweetwater County","Wyoming",42343
56039,"Teton County","Wyoming",23464
56041,"Uinta County","Wyoming",20226
56043,"Washakie County","Wyoming",7805
56045,"Weston County","Wyoming",6927
