"","County.Name","State","stateFIPS"
"2815","Williamson County","TX",48
"2816","Wilson County","TX",48
"2817","Winkler County","TX",48
"2818","Wise County","TX",48
"2819","Wood County","TX",48
"2820","Yoakum County","TX",48
"2821","Young County","TX",48
"2822","Zapata County","TX",48
"2823","Zavala County","TX",48
"2824","Statewide Unallocated","UT",49
"2825","Beaver County","UT",49
"2826","Box Elder County","UT",49
"2827","Cache County","UT",49
"2828","Carbon County","UT",49
"2829","Daggett County","UT",49
"2830","Davis County","UT",49
"2831","Duchesne County","UT",49
"2832","Emery County","UT",49
"2833","Garfield County","UT",49
"2834","Grand County","UT",49
"2835","Iron County","UT",49
"2836","Juab County","UT",49
"2837","Kane County","UT",49
"2838","Millard County","UT",49
"2839","Morgan County","UT",49
"2840","Piute County","UT",49
"2841","Rich County","UT",49
"2842","Salt Lake County","UT",49
"2843","San Juan County","UT",49
"2844","Sanpete County","UT",49
"2845","Sevier County","UT",49
"2846","Summit County","UT",49
"2847","Tooele County","UT",49
"2848","Uintah County","UT",49
"2849","Utah County","UT",49
"2850","Wasatch County","UT",49
"2851","Washington County","UT",49
"2852","Wayne County","UT",49
"2853","Weber County","UT",49
"2854","Statewide Unallocated","VT",50
"2855","Addison County","VT",50
"2856","Bennington County","VT",50
"2857","Caledonia County","VT",50
"2858","Chittenden County","VT",50
"2859","Essex County","VT",50
"2860","Franklin County","VT",50
"2861","Grand Isle County","VT",50
"2862","Lamoille County","VT",50
"2863","Orange County","VT",50
"2864","Orleans County","VT",50
"2865","Rutland County","VT",50
"2866","Washington County","VT",50
"2867","Windham County","VT",50
"2868","Windsor County","VT",50
"2869","Statewide Unallocated","VA",51
"2870","Accomack County","VA",51
"2871","Albemarle County","VA",51
"2872","Alleghany County","VA",51
"2873","Amelia County","VA",51
"2874","Amherst County","VA",51
"2875","Appomattox County","VA",51
"2876","Arlington County","VA",51
"2877","Augusta County","VA",51
"2878","Bath County","VA",51
"2879","Bedford County","VA",51
"2880","Bland County","VA",51
"2881","Botetourt County","VA",51
"2882","Brunswick County","VA",51
"2883","Buchanan County","VA",51
"2884","Buckingham County","VA",51
"2885","Campbell County","VA",51
"2886","Caroline County","VA",51
"2887","Carroll County","VA",51
"2888","Charles City County","VA",51
"2889","Charlotte County","VA",51
"2890","Chesterfield County","VA",51
"2891","Clarke County","VA",51
"2892","Craig County","VA",51
"2893","Culpeper County","VA",51
"2894","Cumberland County","VA",51
"2895","Dickenson County","VA",51
"2896","Dinwiddie County","VA",51
"2897","Essex County","VA",51
"2898","Fairfax County","VA",51
"2899","Fauquier County","VA",51
"2900","Floyd County","VA",51
"2901","Fluvanna County","VA",51
"2902","Franklin County","VA",51
"2903","Frederick County","VA",51
"2904","Giles County","VA",51
"2905","Gloucester County","VA",51
"2906","Goochland County","VA",51
"2907","Grayson County","VA",51
"2908","Greene County","VA",51
"2909","Greensville County","VA",51
"2910","Halifax County","VA",51
"2911","Hanover County","VA",51
"2912","Henrico County","VA",51
"2913","Henry County","VA",51
"2914","Highland County","VA",51
"2915","Isle of Wight County","VA",51
"2916","James City County","VA",51
"2917","King and Queen County","VA",51
"2918","King George County","VA",51
"2919","King William County","VA",51
"2920","Lancaster County","VA",51
"2921","Lee County","VA",51
"2922","Loudoun County","VA",51
"2923","Louisa County","VA",51
"2924","Lunenburg County","VA",51
"2925","Madison County","VA",51
"2926","Matthews County","VA",51
"2927","Mecklenburg County","VA",51
"2928","Middlesex County","VA",51
"2929","Montgomery County","VA",51
"2930","Nelson County","VA",51
"2931","New Kent County","VA",51
"2932","Northampton County","VA",51
"2933","Northumberland County","VA",51
"2934","Nottoway County","VA",51
"2935","Orange County","VA",51
"2936","Page County","VA",51
"2937","Patrick County","VA",51
"2938","Pittsylvania County","VA",51
"2939","Powhatan County","VA",51
"2940","Prince Edward County","VA",51
"2941","Prince George County","VA",51
"2942","Prince William County","VA",51
"2943","Pulaski County","VA",51
"2944","Rappahannock County","VA",51
"2945","Richmond County","VA",51
"2946","Roanoke County","VA",51
"2947","Rockbridge County","VA",51
"2948","Rockingham County","VA",51
"2949","Russell County","VA",51
"2950","Scott County","VA",51
"2951","Shenandoah County","VA",51
"2952","Smyth County","VA",51
"2953","Southampton County","VA",51
"2954","Spotsylvania County","VA",51
"2955","Stafford County","VA",51
"2956","Surry County","VA",51
"2957","Sussex County","VA",51
"2958","Tazewell County","VA",51
"2959","Warren County","VA",51
"2960","Washington County","VA",51
"2961","Westmoreland County","VA",51
"2962","Wise County","VA",51
"2963","Wythe County","VA",51
"2964","York County","VA",51
"2965","Alexandria City","VA",51
"2966","Bristol city","VA",51
"2967","Buena Vista city","VA",51
"2968","Charlottesville City","VA",51
"2969","Chesapeake City","VA",51
"2970","Colonial Heights city","VA",51
"2971","Covington city","VA",51
"2972","Danville City","VA",51
"2973","Emporia city","VA",51
"2974","Fairfax city","VA",51
"2975","Falls Church city","VA",51
"2976","Franklin city","VA",51
"2977","Fredericksburg City","VA",51
"2978","Galax city","VA",51
"2979","Hampton city","VA",51
"2980","Harrisonburg City","VA",51
"2981","Hopewell city","VA",51
"2982","Lexington city","VA",51
"2983","Lynchburg city","VA",51
"2984","Manassas City","VA",51
"2985","Manassas Park city","VA",51
"2986","Martinsville city","VA",51
"2987","Newport News City","VA",51
"2988","Norfolk City","VA",51
"2989","Norton city","VA",51
"2990","Petersburg city","VA",51
"2991","Poquoson city","VA",51
"2992","Portsmouth City","VA",51
"2993","Radford city","VA",51
"2994","Richmond City","VA",51
"2995","Roanoke city","VA",51
"2996","Salem city","VA",51
"2997","Staunton city","VA",51
"2998","Suffolk City","VA",51
"2999","Virginia Beach City","VA",51
"3000","Waynesboro city","VA",51
"3001","Williamsburg City","VA",51
"3002","Winchester city","VA",51
"3003","Statewide Unallocated","WA",53
"3004","Adams County","WA",53
"3005","Asotin County","WA",53
"3006","Benton County","WA",53
"3007","Chelan County","WA",53
"3008","Clallam County","WA",53
"3009","Clark County","WA",53
"3010","Columbia County","WA",53
"3011","Cowlitz County","WA",53
"3012","Douglas County","WA",53
"3013","Ferry County","WA",53
"3014","Franklin County","WA",53
"3015","Garfield County","WA",53
"3016","Grant County","WA",53
"3017","Grays Harbor County","WA",53
"3018","Island County","WA",53
"3019","Jefferson County","WA",53
"3020","King County","WA",53
"3021","Kitsap County","WA",53
"3022","Kittitas County","WA",53
"3023","Klickitat County","WA",53
"3024","Lewis County","WA",53
"3025","Lincoln County","WA",53
"3026","Mason County","WA",53
"3027","Okanogan County","WA",53
"3028","Pacific County","WA",53
"3029","Pend Oreille County","WA",53
"3030","Pierce County","WA",53
"3031","San Juan County","WA",53
"3032","Skagit County","WA",53
"3033","Skamania County","WA",53
"3034","Snohomish County","WA",53
"3035","Spokane County","WA",53
"3036","Stevens County","WA",53
"3037","Thurston County","WA",53
"3038","Wahkiakum County","WA",53
"3039","Walla Walla County","WA",53
"3040","Whatcom County","WA",53
"3041","Whitman County","WA",53
"3042","Yakima County","WA",53
"3043","Statewide Unallocated","WV",54
"3044","Barbour County","WV",54
"3045","Berkeley County","WV",54
"3046","Boone County","WV",54
"3047","Braxton County","WV",54
"3048","Brooke County","WV",54
"3049","Cabell County","WV",54
"3050","Calhoun County","WV",54
"3051","Clay County","WV",54
"3052","Doddridge County","WV",54
"3053","Fayette County","WV",54
"3054","Gilmer County","WV",54
"3055","Grant County","WV",54
"3056","Greenbrier County","WV",54
"3057","Hampshire County","WV",54
"3058","Hancock County","WV",54
"3059","Hardy County","WV",54
"3060","Harrison County","WV",54
"3061","Jackson County","WV",54
"3062","Jefferson County","WV",54
"3063","Kanawha County","WV",54
"3064","Lewis County","WV",54
"3065","Lincoln County","WV",54
"3066","Logan County","WV",54
"3067","McDowell County","WV",54
"3068","Marion County","WV",54
"3069","Marshall County","WV",54
"3070","Mason County","WV",54
"3071","Mercer County","WV",54
"3072","Mineral County","WV",54
"3073","Mingo County","WV",54
"3074","Monongalia County","WV",54
"3075","Monroe County","WV",54
"3076","Morgan County","WV",54
"3077","Nicholas County","WV",54
"3078","Ohio County","WV",54
"3079","Pendleton County","WV",54
"3080","Pleasants County","WV",54
"3081","Pocahontas County","WV",54
"3082","Preston County","WV",54
"3083","Putnam County","WV",54
"3084","Raleigh County","WV",54
"3085","Randolph County","WV",54
"3086","Ritchie County","WV",54
"3087","Roane County","WV",54
"3088","Summers County","WV",54
"3089","Taylor County","WV",54
"3090","Tucker County","WV",54
"3091","Tyler County","WV",54
"3092","Upshur County","WV",54
"3093","Wayne County","WV",54
"3094","Webster County","WV",54
"3095","Wetzel County","WV",54
"3096","Wirt County","WV",54
"3097","Wood County","WV",54
"3098","Wyoming County","WV",54
"3099","Statewide Unallocated","WI",55
"3100","Adams County","WI",55
"3101","Ashland County","WI",55
"3102","Barron County","WI",55
"3103","Bayfield County","WI",55
"3104","Brown County","WI",55
"3105","Buffalo County","WI",55
"3106","Burnett County","WI",55
"3107","Calumet County","WI",55
"3108","Chippewa County","WI",55
"3109","Clark County","WI",55
"3110","Columbia County","WI",55
"3111","Crawford County","WI",55
"3112","Dane County","WI",55
"3113","Dodge County","WI",55
"3114","Door County","WI",55
"3115","Douglas County","WI",55
"3116","Dunn County","WI",55
"3117","Eau Claire County","WI",55
"3118","Florence County","WI",55
"3119","Fond du Lac County","WI",55
"3120","Forest County","WI",55
"3121","Grant County","WI",55
"3122","Green County","WI",55
"3123","Green Lake County","WI",55
"3124","Iowa County","WI",55
"3125","Iron County","WI",55
"3126","Jackson County","WI",55
"3127","Jefferson County","WI",55
"3128","Juneau County","WI",55
"3129","Kenosha County","WI",55
"3130","Kewaunee County","WI",55
"3131","La Crosse County","WI",55
"3132","Lafayette County","WI",55
"3133","Langlade County","WI",55
"3134","Lincoln County","WI",55
"3135","Manitowoc County","WI",55
"3136","Marathon County","WI",55
"3137","Marinette County","WI",55
"3138","Marquette County","WI",55
"3139","Menominee County","WI",55
"3140","Milwaukee County","WI",55
"3141","Monroe County","WI",55
"3142","Oconto County","WI",55
"3143","Oneida County","WI",55
"3144","Outagamie County","WI",55
"3145","Ozaukee County","WI",55
"3146","Pepin County","WI",55
"3147","Pierce County","WI",55
"3148","Polk County","WI",55
"3149","Portage County","WI",55
"3150","Price County","WI",55
"3151","Racine County","WI",55
"3152","Richland County","WI",55
"3153","Rock County","WI",55
"3154","Rusk County","WI",55
"3155","St. Croix County","WI",55
"3156","Sauk County","WI",55
"3157","Sawyer County","WI",55
"3158","Shawano County","WI",55
"3159","Sheboygan County","WI",55
"3160","Taylor County","WI",55
"3161","Trempealeau County","WI",55
"3162","Vernon County","WI",55
"3163","Vilas County","WI",55
"3164","Walworth County","WI",55
"3165","Washburn County","WI",55
"3166","Washington County","WI",55
"3167","Waukesha County","WI",55
"3168","Waupaca County","WI",55
"3169","Waushara County","WI",55
"3170","Winnebago County","WI",55
"3171","Wood County","WI",55
"3172","Statewide Unallocated","WY",56
"3173","Albany County","WY",56
"3174","Big Horn County","WY",56
"3175","Campbell County","WY",56
"3176","Carbon County","WY",56
"3177","Converse County","WY",56
"3178","Crook County","WY",56
"3179","Fremont County","WY",56
"3180","Goshen County","WY",56
"3181","Hot Springs County","WY",56
"3182","Johnson County","WY",56
"3183","Laramie County","WY",56
"3184","Lincoln County","WY",56
"3185","Natrona County","WY",56
"3186","Niobrara County","WY",56
"3187","Park County","WY",56
"3188","Platte County","WY",56
"3189","Sheridan County","WY",56
"3190","Sublette County","WY",56
"3191","Sweetwater County","WY",56
"3192","Teton County","WY",56
"3193","Uinta County","WY",56
"3194","Washakie County","WY",56
"3195","Weston County","WY",56
